id,credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,annual_income,fico_category,int_rate_type
56,1,credit_card,0.1154,39.6,9.903487553,2.04,662,1139,1153,75.8,2,0,0,0,20000.00001,Good,Low
57,1,credit_card,0.1343,678.08,11.88448902,10.15,682,4209.958333,41674,74.1,0,0,0,1,144999.9998,Good,High
58,1,credit_card,0.1249,401.37,11.22524339,15,682,4479,43039,93.4,3,0,0,0,74999.99981,Good,High
59,1,all_other,0.0964,205.45,11.00209984,7.72,712,2293.958333,3362,69.3,0,0,0,0,59999.99993,Excellent,Low
60,1,debt_consolidation,0.1186,397.75,11.08214255,7.14,682,8730,11868,71.9,0,2,0,0,65000.00007,Good,Low
61,1,all_other,0.0743,155.38,10.59663473,2.55,772,8189.958333,2562,14,2,0,0,0,39999.99988,Excellent,Low
62,1,all_other,0.1028,113.39,9.903487553,1.5,682,1410,1882,32.4,0,0,0,0,20000.00001,Good,Low
63,1,debt_consolidation,0.1186,99.44,10.49551521,7.47,667,2550,1064,70.9,2,0,1,0,36152.99994,Good,Low
64,1,credit_card,0.0807,109.79,11.49272276,8.52,752,4979.958333,6432,6,0,1,0,0,98000.00023,Excellent,Low
65,1,all_other,0.1059,32.55,10.43382164,14.47,687,1110,4485,36.9,1,0,0,1,33989.99991,Good,Low
66,1,all_other,0.0996,112.87,11.26446411,11.06,702,4979.958333,16310,20.5,0,1,0,0,78000.00034,Excellent,Low
67,1,debt_consolidation,0.0964,160.51,11.77528973,8.55,712,5940,20969,40.2,0,0,0,0,130000.0001,Excellent,Low
68,1,debt_consolidation,0.1375,340.57,10.46310334,17.38,707,2699.958333,22213,65.9,0,0,0,0,34999.99998,Excellent,High
69,1,home_improvement,0.0775,156.11,12.32385568,6.48,752,5339.958333,2160,2.3,1,0,0,0,224999.9997,Excellent,Low
70,1,credit_card,0.0743,155.38,11.15625052,4.56,812,9809,813,1,0,0,0,0,69999.99993,Excellent,Low
71,1,home_improvement,0.0807,235.25,11.91839057,2.72,757,5202,23678,24.4,4,0,0,0,149999.9995,Excellent,Low
72,1,debt_consolidation,0.0996,257.99,10.77895629,15.13,722,2640,11289,47.8,3,0,0,0,48000.00001,Excellent,Low
73,1,small_business,0.1501,225.37,12.26904744,6.45,677,6240,56411,75.3,0,0,0,1,212999.999,Good,High
74,1,home_improvement,0.0964,80.26,11.22524339,20,772,4920.958333,269,3.8,3,0,0,1,74999.99981,Excellent,Low
75,1,home_improvement,0.128,84,10.37349118,20,682,5492,3408,35.1,1,0,0,1,31999.99994,Good,High
76,1,debt_consolidation,0.1122,507.46,10.59663473,13.5,712,5368.958333,6513,34.3,3,0,1,1,39999.99988,Excellent,Low
77,1,educational,0.0743,124.31,10.59663473,3.45,772,1739.958333,330,11,0,0,0,0,39999.99988,Excellent,Low
78,1,credit_card,0.087,63.32,11.15625052,6.07,712,2550,5967,19.8,1,0,0,0,69999.99993,Excellent,Low
79,1,all_other,0.1091,130.79,9.798127037,18,707,2192,5533,79.6,1,0,0,0,18000,Excellent,Low
80,1,home_improvement,0.0775,93.67,11.73606902,2.14,762,8370,21050,1,0,0,0,0,125000.0005,Excellent,Low
81,1,all_other,0.0775,93.67,10.81977828,5.35,762,8370,21050,0.7,0,0,0,0,49999.99978,Excellent,Low
82,1,all_other,0.087,88.65,11.69524702,15,742,3026,8155,14.9,1,0,0,0,119999.9998,Excellent,Low
83,1,all_other,0.0964,128.41,11.51292546,15,722,3026,8155,14.9,1,0,0,0,99999.9995,Excellent,Low
84,1,home_improvement,0.087,94.98,11.03488966,12.23,737,2729.958333,3678,30.7,0,0,0,0,61999.99975,Excellent,Low
85,1,debt_consolidation,0.1217,179.8,10.46310334,7.1,662,2944,2040,36.2,2,0,0,0,34999.99998,Good,High
86,1,credit_card,0.1533,444.05,11.00209984,19.52,667,2700.958333,33074,68.8,2,0,0,0,59999.99993,Good,High
87,1,all_other,0.0775,124.89,11.03165864,3.46,747,2519,1918,17.1,0,0,0,0,61799.99979,Excellent,Low
88,1,credit_card,0.1533,644.3,11.40756495,5.24,662,1770,22379,62.2,0,0,0,0,90000.00006,Good,High
89,1,small_business,0.0964,642.02,11.47210347,2.86,737,2190,10296,42.5,0,0,0,1,95999.99996,Excellent,Low
90,1,small_business,0.1154,104.76,9.61580548,12.24,672,1289.958333,2867,55.1,3,0,0,1,15000,Good,Low
91,1,debt_consolidation,0.1122,157.66,10.30895266,12.36,682,1770,12310,86.1,0,0,0,0,29999.99998,Good,Low
92,1,debt_consolidation,0.087,383.87,11.91839057,4.8,767,13349.95833,61921,39.1,0,0,0,0,149999.9995,Excellent,Low
93,1,credit_card,0.1122,217.6,11.38509209,18,702,3725,16738,26.1,2,0,0,0,87999.9997,Excellent,Low
94,1,all_other,0.0807,297.99,11.05089001,3.49,792,5939,40384,9.2,1,0,0,0,63000.00029,Excellent,Low
95,1,debt_consolidation,0.0775,156.11,10.71441777,5,762,2131,1359,5.6,2,0,0,0,45000.00006,Excellent,Low
96,1,debt_consolidation,0.1154,329.95,12.32385568,20,727,10292,107501,44.8,2,0,0,0,224999.9997,Excellent,Low
97,1,all_other,0.0807,313.67,12.06104687,0.72,787,8010,3054,5.6,3,0,0,0,172999.9994,Excellent,Low
98,1,all_other,0.0807,297.99,11.40756495,2.44,792,8717.958333,40384,9.6,0,0,0,0,90000.00006,Excellent,Low
99,1,home_improvement,0.0933,239.65,11.44035477,9.66,792,4529,128000,0,3,0,0,0,92999.9998,Excellent,Low
100,1,debt_consolidation,0.0712,61.87,11.6784399,0.43,772,5936,4709,18.5,0,0,0,0,117999.9996,Excellent,Low
101,1,all_other,0.1186,94.47,10.71441777,2.8,667,5460,2850,75,0,1,0,0,45000.00006,Good,Low
102,1,small_business,0.1501,73.68,11.47210347,16.89,702,4080,51,0,0,0,0,1,95999.99996,Excellent,High
103,1,home_improvement,0.0807,313.67,11.91839057,5.84,792,5364.958333,37152,3.7,0,0,0,0,149999.9995,Excellent,Low
104,1,debt_consolidation,0.0933,543.2,11.22524339,9.55,762,5699.958333,3839,16.6,1,0,0,0,74999.99981,Excellent,Low
105,1,home_improvement,0.0807,313.67,11.35040654,3.11,797,5363.958333,37152,3.7,0,0,0,0,85000.00038,Excellent,Low
106,1,credit_card,0.1217,266.37,11.15625052,10.2,672,3598.958333,26283,39.5,0,1,0,1,69999.99993,Good,High
107,1,debt_consolidation,0.1028,210.6,10.71441777,5.87,692,1741.958333,5607,42.2,0,0,0,0,45000.00006,Good,Low
108,1,all_other,0.1249,234.15,10.04324949,5.01,662,1110,1061,81.9,3,0,0,0,22999.99989,Good,High
109,1,debt_consolidation,0.1028,323.99,11.69524702,14.4,722,4679.958333,56740,77.5,1,0,0,0,119999.9998,Excellent,Low
110,1,credit_card,0.1059,235.96,10.95080655,7.22,712,5519,40598,77.3,1,0,0,0,57000.00018,Excellent,Low
111,1,debt_consolidation,0.1438,352.22,11.1844214,17.83,687,1289.958333,3815,6.5,1,0,0,0,72000.00014,Good,High
112,1,all_other,0.0743,117.31,11.69524702,0,772,3929.958333,0,0,1,0,0,0,119999.9998,Excellent,Low
113,1,debt_consolidation,0.0712,64.96,11.60823564,0.22,812,16213,50,0.3,0,0,0,0,109999.9995,Excellent,Low
114,1,small_business,0.1565,699.69,11.42954386,1.53,667,3603.958333,4569,56.4,1,0,0,0,92000.00037,Good,High
115,1,educational,0.1059,195.27,9.852194258,8.15,692,3089.958333,8528,86.1,0,0,0,0,19000,Good,Low
116,1,credit_card,0.1122,295.59,10.3859137,22.15,747,2788.958333,14345,45.8,0,0,0,0,32399.99994,Excellent,Low
117,1,small_business,0.1122,217.59,10.81977828,18.38,707,3359,113,2.4,1,0,0,0,49999.99978,Excellent,Low
118,1,debt_consolidation,0.1375,263.09,11.03811028,9.8,677,3089.958333,12231,81,3,0,0,1,62200.00008,Good,High
119,1,debt_consolidation,0.1467,248.43,10.95080655,20.76,667,3750,13552,69.1,0,1,0,0,57000.00018,Good,High
120,1,credit_card,0.1028,194.4,11.37710574,10.6,692,2489.958333,16813,63.9,0,0,0,0,87299.99984,Good,Low
121,1,debt_consolidation,0.1249,301.04,10.57131693,5.08,667,3690,26233,62.9,3,0,1,1,39000.00019,Good,High
122,1,all_other,0.0743,163.92,11.35040654,2.64,782,9210,5760,16,0,0,0,0,85000.00038,Excellent,Low
123,1,all_other,0.1028,150.66,10.727663,3.26,687,6509.958333,105,35,1,1,0,1,45600.00021,Good,Low
124,1,debt_consolidation,0.1122,217.59,10.9525594,13.77,682,2160,11490,95.7,0,0,0,0,57100.00025,Good,Low
125,1,home_improvement,0.1312,85.23,10.59663473,20.67,692,5250,17641,30.5,3,1,0,0,39999.99988,Good,High
126,1,all_other,0.1122,328.43,10.30895266,20.4,742,3270,0,0,3,0,0,0,29999.99998,Excellent,Low
127,1,all_other,0.0807,165.47,10.91508846,12,797,8790,12430,19.2,1,0,0,0,54999.99977,Excellent,Low
128,1,debt_consolidation,0.1091,140.6,10.49127422,9.87,707,1560,12323,44,0,0,0,0,36000.00009,Excellent,Low
129,1,all_other,0.1028,98.01,11.40756495,9.13,697,3300,38624,97.8,0,0,0,0,90000.00006,Good,Low
130,1,small_business,0.1217,166.48,9.210340372,0,662,2250,875,54.7,2,1,0,1,10000,Good,High
131,1,small_business,0.1249,284.32,11.35040654,6.38,667,7229.958333,1196,12,3,4,0,0,85000.00038,Good,High
132,1,small_business,0.1438,194.15,13.08154138,2.4,697,2759.958333,26628,60.4,3,1,0,0,479999.9986,Good,High
133,1,all_other,0.1028,138.51,10.34174248,24.81,767,5789.958333,6752,24.6,2,0,0,0,30999.99989,Excellent,Low
134,1,debt_consolidation,0.1249,70.25,9.433483923,14.4,662,1469,458,91.6,1,0,0,1,12500,Good,High
135,1,credit_card,0.0838,252.1,11.56171563,9.71,752,3508.958333,16786,44.7,0,0,0,0,105000.0001,Excellent,Low
136,1,all_other,0.0901,263.19,11.69524702,12.16,742,9719.958333,7336,29.9,0,0,0,0,119999.9998,Excellent,Low
137,1,all_other,0.0933,104.65,11.03488966,3.83,702,3690,7089,41.9,1,0,0,0,61999.99975,Excellent,Low
138,1,debt_consolidation,0.0807,172.53,10.89673933,6.29,742,5100,18388,68.9,0,0,0,0,54000.00024,Excellent,Low
139,1,credit_card,0.0996,38.7,10.37349118,1.13,677,1920,613,76.6,2,0,0,0,31999.99994,Good,Low
140,1,educational,0.1249,100.35,10.2791805,12.77,662,1110,566,51.5,3,1,0,1,29119.99993,Good,High
141,1,debt_consolidation,0.128,335.98,10.50232405,18.92,682,2219,9166,50.4,1,0,0,0,36399.99987,Good,High
142,1,all_other,0.1091,163.49,10.57131693,11.78,707,4889,5406,33.4,0,0,1,1,39000.00019,Excellent,Low
143,1,all_other,0.0996,32.25,10.46310334,5.83,687,2158.958333,1188,3,2,0,0,1,34999.99998,Good,Low
144,1,educational,0.0996,96.75,9.798127037,15.4,707,11248.95833,12003,40.4,1,0,0,0,18000,Excellent,Low
145,1,all_other,0.1059,72.42,11.00209984,8.14,707,4800,20511,62,1,0,0,1,59999.99993,Excellent,Low
146,1,small_business,0.0964,90.68,11.15625052,18,732,3691,55720,10,2,0,0,0,69999.99993,Excellent,Low
147,1,all_other,0.0807,259.58,10.79957558,9.89,772,9870,7744,17.1,0,0,0,0,49000.00014,Excellent,Low
148,1,all_other,0.0964,169.32,11.15625052,17.57,737,5429.958333,51761,38,1,0,0,0,69999.99993,Excellent,Low
149,1,credit_card,0.1154,205.4,10.71441777,17.76,717,1500,579,23.2,0,0,0,0,45000.00006,Excellent,Low
150,1,debt_consolidation,0.1312,162.01,11.35040654,16.87,707,9059.958333,34776,54.3,0,0,0,1,85000.00038,Excellent,High
151,1,debt_consolidation,0.1028,226.8,10.92233487,10.05,692,1890,8047,33.8,0,0,0,0,55399.99985,Good,Low
152,1,all_other,0.1059,162.73,9.61580548,24.4,737,3209.958333,0,0,3,0,0,0,15000,Excellent,Low
153,1,debt_consolidation,0.1154,158.38,10.1266311,18.19,672,2586,409,81.8,0,1,0,0,24999.9999,Good,Low
154,1,small_business,0.0901,795.11,10.95080655,8.93,822,9696.958333,185,0.5,0,0,0,0,57000.00018,Excellent,Low
155,1,debt_consolidation,0.0996,158.83,11.33857208,4.84,727,6330,48251,50.1,2,0,0,0,84000.00018,Excellent,Low
156,1,all_other,0.1028,97.2,10.54534144,19.93,687,2580,772,96.5,0,0,0,0,38000.00005,Good,Low
157,1,debt_consolidation,0.1154,263.97,10.81977828,8.04,672,3089,1019,4.5,1,1,0,0,49999.99978,Good,Low
158,1,small_business,0.1091,404.62,10.75177778,16.39,692,5640,8332,39.9,2,0,0,0,46713.00012,Good,Low
159,1,all_other,0.0775,307.53,11.15625052,9.09,797,6089.958333,1790,4.5,1,0,0,0,69999.99993,Excellent,Low
160,1,debt_consolidation,0.128,839.95,11.22524339,24.85,722,6330,62739,74.7,3,0,0,1,74999.99981,Excellent,High
161,1,all_other,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,1,108999.9999,Excellent,Low
162,1,debt_consolidation,0.1186,265.18,10.858999,11.31,667,1560,5867,74.3,1,0,0,0,52000.00013,Good,Low
163,1,home_improvement,0.0964,802.47,11.26446411,0.8,732,2129.958333,10605,22.1,1,0,0,0,78000.00034,Excellent,Low
164,1,debt_consolidation,0.1091,505.16,11.69524702,16.97,697,9659,57196,44.5,3,0,0,1,119999.9998,Good,Low
165,1,home_improvement,0.0901,318.05,12.52452638,2.97,712,4919,481,80.2,2,0,0,1,275000.0009,Excellent,Low
166,1,educational,0.0838,315.12,10.30895266,4.2,737,1560,2282,19,1,0,0,0,29999.99998,Excellent,Low
167,1,all_other,0.1091,130.79,9.574983486,8.92,672,1140,3614,61.3,1,0,0,0,14400.00001,Good,Low
168,1,debt_consolidation,0.1059,227.82,11.05879518,8.5,682,6839.958333,14930,79,1,0,1,0,63499.99969,Good,Low
169,1,credit_card,0.0996,643.36,11.66134547,13.07,727,10529.95833,33989,82.9,0,0,0,0,116000,Excellent,Low
170,1,all_other,0.147,51.78,10.1266311,3.84,632,1530,1238,61.9,1,1,0,0,24999.9999,Fair,High
171,1,educational,0.0901,572.48,10.62132735,15.37,747,7500,4746,18.5,2,0,0,0,41000.00018,Excellent,Low
172,1,all_other,0.0775,149.87,9.952277717,6.34,752,3029,3470,25.5,0,0,0,0,21000.00001,Excellent,Low
173,1,all_other,0.0996,96.75,11.03488966,11.98,682,1799,12640,83.2,0,0,0,0,61999.99975,Good,Low
174,1,home_improvement,0.0712,92.8,11.44035477,0,812,8250,368,1.2,0,0,0,0,92999.9998,Excellent,Low
175,1,credit_card,0.1091,192.09,11.09741002,19.82,677,4290,30597,89.5,1,1,0,0,65999.99993,Good,Low
176,1,all_other,0.1154,593.92,10.20359214,10.8,682,5050,8537,75.5,0,0,0,0,26999.99987,Good,Low
177,1,debt_consolidation,0.1091,392.36,10.46310334,15.74,692,1500.041667,15649,54.5,2,0,0,0,34999.99998,Good,Low
178,1,educational,0.0775,156.11,10.858999,9.55,767,12960.04167,4067,7.3,0,0,0,0,52000.00013,Excellent,Low
179,1,debt_consolidation,0.1028,155.52,10.46310334,7.51,687,2795,5836,68.7,0,0,1,0,34999.99998,Good,Low
180,1,credit_card,0.1028,485.99,11.38509209,11.95,702,5070,24615,94.7,0,0,0,0,87999.9997,Excellent,Low
181,1,all_other,0.1028,116.64,10.30895266,7.88,687,5130.041667,7600,71.7,0,0,1,0,29999.99998,Good,Low
182,1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,0,1,50999.99991,Good,Low
183,1,credit_card,0.0775,149.87,9.903487553,10.26,757,6330.041667,4921,30.4,0,0,0,0,20000.00001,Excellent,Low
184,1,educational,0.1154,211.17,11.46163217,1.83,667,3421.041667,11200,23.2,1,0,0,0,94999.99994,Good,Low
185,1,debt_consolidation,0.0743,186.45,11.13730067,6.11,777,7440.041667,2444,5.6,3,0,0,0,68685.9998,Excellent,Low
186,1,debt_consolidation,0.0933,790.86,11.00209984,0.82,767,2100,916,6.8,0,0,0,0,59999.99993,Excellent,Low
187,1,small_business,0.0901,795.11,13.33100224,3.83,782,3660,148829,6.6,5,0,0,1,615999.9985,Excellent,Low
188,1,credit_card,0.087,126.65,10.69194491,18.71,747,3630,3209,12.6,0,0,0,0,43999.99987,Excellent,Low
189,1,credit_card,0.1091,294.27,11.28978191,17.17,677,3840.041667,7570,82.3,0,0,0,0,79999.99971,Good,Low
190,1,debt_consolidation,0.1091,404.62,11.28978191,9.23,687,2519,13126,96.5,0,0,1,0,79999.99971,Good,Low
191,1,debt_consolidation,0.1186,397.77,11.91839057,20.48,687,4452.041667,66654,51.6,1,0,0,0,149999.9995,Good,Low
192,1,debt_consolidation,0.0743,178.68,11.46163217,1.2,812,16259.04167,50,0.3,0,0,0,0,94999.99994,Excellent,Low
193,1,educational,0.1028,29.16,9.392661929,16.7,687,2069,3084,65.6,3,0,0,1,12000,Good,Low
194,1,small_business,0.0996,417.62,11.42954386,6.48,712,5610.041667,2598,23.8,1,0,0,0,92000.00037,Excellent,Low
195,1,credit_card,0.1059,130.18,11.03488966,17.81,682,6330.041667,18168,68.5,2,0,0,0,61999.99975,Good,Low
196,1,all_other,0.1122,98.53,10.40134951,22.79,682,9389,24218,85.3,2,0,0,0,32904,Good,Low
197,1,all_other,0.0807,15.69,9.798127037,4.27,722,1470,0,0,0,0,0,0,18000,Excellent,Low
198,1,credit_card,0.1091,523.14,12.20607265,10.7,697,7320,72303,73.7,1,0,0,0,200000.0009,Good,Low
199,1,all_other,0.087,557.23,11.9381932,0.12,757,1128.041667,1032,5,0,0,0,0,152999.9999,Excellent,Low
200,1,all_other,0.1122,315.3,10.65725935,14.6,677,3630,133,4.2,1,0,0,0,42499.99979,Good,Low
201,1,debt_consolidation,0.1154,527.93,10.70099475,12.16,682,2130,34023,57.7,1,2,0,1,44400.00007,Good,Low
202,1,major_purchase,0.0743,93.23,11.1844214,11.18,757,4500.041667,12430,29.6,5,0,0,0,72000.00014,Excellent,Low
203,1,debt_consolidation,0.0775,202.94,10.77895629,13.53,787,10260.04167,10742,8.9,3,0,0,0,48000.00001,Excellent,Low
204,1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197,75.8,0,2,0,1,39999.99988,Good,Low
205,1,all_other,0.1028,158.76,10.69194491,15.3,692,4410,88,23.8,1,3,0,1,43999.99987,Good,Low
206,1,debt_consolidation,0.1028,485.99,10.81977828,11.88,702,7020.041667,13867,33.7,0,0,0,0,49999.99978,Excellent,Low
207,1,all_other,0.0996,322.49,11.19134184,10.28,702,4920.041667,3943,98.6,3,0,0,1,72499.99994,Excellent,Low
208,1,debt_consolidation,0.087,189.97,10.08580911,19.45,757,3870.041667,5405,40,2,0,0,0,24000.00002,Excellent,Low
209,1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,3030.041667,12102,49,1,0,0,0,33600.00014,Excellent,High
210,1,debt_consolidation,0.1217,599.33,11.61045137,18.3,682,4379,18076,81.4,1,0,0,0,110244,Good,High
211,1,debt_consolidation,0.1217,132.35,10.20359214,23.2,702,5279.041667,4504,39.2,1,0,0,1,26999.99987,Excellent,High
212,1,small_business,0.1186,828.69,10.858999,9.74,712,4859.041667,25852,60.5,0,0,0,0,52000.00013,Excellent,Low
213,1,credit_card,0.1091,604.88,10.858999,17.56,707,8061,32438,43,0,1,0,0,52000.00013,Excellent,Low
214,1,debt_consolidation,0.087,538.23,10.93131966,11.51,747,6240.041667,20380,48.1,2,0,0,0,55900.00005,Excellent,Low
215,1,credit_card,0.0933,172.55,10.6454249,16.09,707,2220,38054,61.2,0,0,0,0,42000.00011,Excellent,Low
216,1,small_business,0.1091,604.88,10.49127422,4.67,697,1410,25,0.2,2,0,0,0,36000.00009,Good,Low
217,1,all_other,0.0996,290.24,10.54534144,3.38,697,1782,3305,55.1,2,0,0,0,38000.00005,Good,Low
218,1,major_purchase,0.1186,530.36,11.36674295,15.1,682,3900,348,4.8,0,0,0,1,86399.99959,Good,Low
219,1,all_other,0.087,158.31,10.08580911,6.15,722,1350,3015,25.3,0,0,0,0,24000.00002,Excellent,Low
220,1,debt_consolidation,0.1059,390.54,10.30895266,19.84,702,2042.041667,7336,71.9,1,0,0,0,29999.99998,Excellent,Low
221,1,credit_card,0.1249,301.04,10.858999,4.98,662,6630.041667,8644,72.6,1,0,0,0,52000.00013,Good,High
